row_id,split,collision_id,pair_seed,order_index,alpha1,alpha2,source_seed1,source_seed2
75,fit,37,20265833,1,0.58,0.5,21265833,20265833
76,fit,38,20265833,0,0.5,0.66,20265833,21265833
77,fit,38,20265833,1,0.66,0.5,21265833,20265833
78,fit,39,20265833,0,0.58,0.66,20265833,21265833
79,fit,39,20265833,1,0.66,0.58,21265833,20265833
80,fit,40,20265834,0,0.34,0.42,20265834,21265834
81,fit,40,20265834,1,0.42,0.34,21265834,20265834
82,fit,41,20265834,0,0.34,0.5,20265834,21265834
83,fit,41,20265834,1,0.5,0.34,21265834,20265834
84,fit,42,20265834,0,0.34,0.58,20265834,21265834
85,fit,42,20265834,1,0.58,0.34,21265834,20265834
86,fit,43,20265834,0,0.34,0.66,20265834,21265834
87,fit,43,20265834,1,0.66,0.34,21265834,20265834
88,fit,44,20265834,0,0.42,0.5,20265834,21265834
89,fit,44,20265834,1,0.5,0.42,21265834,20265834
90,fit,45,20265834,0,0.42,0.58,20265834,21265834
91,fit,45,20265834,1,0.58,0.42,21265834,20265834
92,fit,46,20265834,0,0.42,0.66,20265834,21265834
93,fit,46,20265834,1,0.66,0.42,21265834,20265834
94,fit,47,20265834,0,0.5,0.58,20265834,21265834
95,fit,47,20265834,1,0.58,0.5,21265834,20265834
96,fit,48,20265834,0,0.5,0.66,20265834,21265834
97,fit,48,20265834,1,0.66,0.5,21265834,20265834
98,fit,49,20265834,0,0.58,0.66,20265834,21265834
99,fit,49,20265834,1,0.66,0.58,21265834,20265834
100,fit,50,20265835,0,0.34,0.42,20265835,21265835
101,fit,50,20265835,1,0.42,0.34,21265835,20265835
102,fit,51,20265835,0,0.34,0.5,20265835,21265835
103,fit,51,20265835,1,0.5,0.34,21265835,20265835
104,fit,52,20265835,0,0.34,0.58,20265835,21265835
105,fit,52,20265835,1,0.58,0.34,21265835,20265835
106,fit,53,20265835,0,0.34,0.66,20265835,21265835
107,fit,53,20265835,1,0.66,0.34,21265835,20265835
108,fit,54,20265835,0,0.42,0.5,20265835,21265835
109,fit,54,20265835,1,0.5,0.42,21265835,20265835
110,fit,55,20265835,0,0.42,0.58,20265835,21265835
111,fit,55,20265835,1,0.58,0.42,21265835,20265835
112,fit,56,20265835,0,0.42,0.66,20265835,21265835
113,fit,56,20265835,1,0.66,0.42,21265835,20265835
114,fit,57,20265835,0,0.5,0.58,20265835,21265835
115,fit,57,20265835,1,0.58,0.5,21265835,20265835
116,fit,58,20265835,0,0.5,0.66,20265835,21265835
117,fit,58,20265835,1,0.66,0.5,21265835,20265835
118,fit,59,20265835,0,0.58,0.66,20265835,21265835
119,fit,59,20265835,1,0.66,0.58,21265835,20265835
120,fit,60,20265836,0,0.34,0.42,20265836,21265836
121,fit,60,20265836,1,0.42,0.34,21265836,20265836
122,fit,61,20265836,0,0.34,0.5,20265836,21265836
123,fit,61,20265836,1,0.5,0.34,21265836,20265836
124,fit,62,20265836,0,0.34,0.58,20265836,21265836
125,fit,62,20265836,1,0.58,0.34,21265836,20265836
126,fit,63,20265836,0,0.34,0.66,20265836,21265836
127,fit,63,20265836,1,0.66,0.34,21265836,20265836
128,fit,64,20265836,0,0.42,0.5,20265836,21265836
129,fit,64,20265836,1,0.5,0.42,21265836,20265836
130,fit,65,20265836,0,0.42,0.58,20265836,21265836
131,fit,65,20265836,1,0.58,0.42,21265836,20265836
132,fit,66,20265836,0,0.42,0.66,20265836,21265836
133,fit,66,20265836,1,0.66,0.42,21265836,20265836
134,fit,67,20265836,0,0.5,0.58,20265836,21265836
135,fit,67,20265836,1,0.58,0.5,21265836,20265836
136,fit,68,20265836,0,0.5,0.66,20265836,21265836
137,fit,68,20265836,1,0.66,0.5,21265836,20265836
138,fit,69,20265836,0,0.58,0.66,20265836,21265836
139,fit,69,20265836,1,0.66,0.58,21265836,20265836
140,fit,70,20265837,0,0.34,0.42,20265837,21265837
141,fit,70,20265837,1,0.42,0.34,21265837,20265837
142,fit,71,20265837,0,0.34,0.5,20265837,21265837
143,fit,71,20265837,1,0.5,0.34,21265837,20265837
144,fit,72,20265837,0,0.34,0.58,20265837,21265837
145,fit,72,20265837,1,0.58,0.34,21265837,20265837
146,fit,73,20265837,0,0.34,0.66,20265837,21265837
147,fit,73,20265837,1,0.66,0.34,21265837,20265837
148,fit,74,20265837,0,0.42,0.5,20265837,21265837
149,fit,74,20265837,1,0.5,0.42,21265837,20265837
150,fit,75,20265837,0,0.42,0.58,20265837,21265837
151,fit,75,20265837,1,0.58,0.42,21265837,20265837
152,fit,76,20265837,0,0.42,0.66,20265837,21265837
153,fit,76,20265837,1,0.66,0.42,21265837,20265837
154,fit,77,20265837,0,0.5,0.58,20265837,21265837
155,fit,77,20265837,1,0.58,0.5,21265837,20265837
156,fit,78,20265837,0,0.5,0.66,20265837,21265837
157,fit,78,20265837,1,0.66,0.5,21265837,20265837
158,fit,79,20265837,0,0.58,0.66,20265837,21265837
159,fit,79,20265837,1,0.66,0.58,21265837,20265837
160,fit,80,20265838,0,0.34,0.42,20265838,21265838
161,fit,80,20265838,1,0.42,0.34,21265838,20265838
162,fit,81,20265838,0,0.34,0.5,20265838,21265838
163,fit,81,20265838,1,0.5,0.34,21265838,20265838
164,fit,82,20265838,0,0.34,0.58,20265838,21265838
165,fit,82,20265838,1,0.58,0.34,21265838,20265838
166,fit,83,20265838,0,0.34,0.66,20265838,21265838
167,fit,83,20265838,1,0.66,0.34,21265838,20265838
168,fit,84,20265838,0,0.42,0.5,20265838,21265838
169,fit,84,20265838,1,0.5,0.42,21265838,20265838
170,fit,85,20265838,0,0.42,0.58,20265838,21265838
171,fit,85,20265838,1,0.58,0.42,21265838,20265838
172,fit,86,20265838,0,0.42,0.66,20265838,21265838
173,fit,86,20265838,1,0.66,0.42,21265838,20265838
174,fit,87,20265838,0,0.5,0.58,20265838,21265838
175,fit,87,20265838,1,0.58,0.5,21265838,20265838
176,fit,88,20265838,0,0.5,0.66,20265838,21265838
177,fit,88,20265838,1,0.66,0.5,21265838,20265838
178,fit,89,20265838,0,0.58,0.66,20265838,21265838
179,fit,89,20265838,1,0.66,0.58,21265838,20265838
180,fit,90,20265839,0,0.34,0.42,20265839,21265839
181,fit,90,20265839,1,0.42,0.34,21265839,20265839
182,fit,91,20265839,0,0.34,0.5,20265839,21265839
183,fit,91,20265839,1,0.5,0.34,21265839,20265839
184,fit,92,20265839,0,0.34,0.58,20265839,21265839
185,fit,92,20265839,1,0.58,0.34,21265839,20265839
186,fit,93,20265839,0,0.34,0.66,20265839,21265839
187,fit,93,20265839,1,0.66,0.34,21265839,20265839
188,fit,94,20265839,0,0.42,0.5,20265839,21265839
189,fit,94,20265839,1,0.5,0.42,21265839,20265839
190,fit,95,20265839,0,0.42,0.58,20265839,21265839
191,fit,95,20265839,1,0.58,0.42,21265839,20265839
192,fit,96,20265839,0,0.42,0.66,20265839,21265839
193,fit,96,20265839,1,0.66,0.42,21265839,20265839
194,fit,97,20265839,0,0.5,0.58,20265839,21265839
195,fit,97,20265839,1,0.58,0.5,21265839,20265839
196,fit,98,20265839,0,0.5,0.66,20265839,21265839
197,fit,98,20265839,1,0.66,0.5,21265839,20265839
198,fit,99,20265839,0,0.58,0.66,20265839,21265839
199,fit,99,20265839,1,0.66,0.58,21265839,20265839
200,fit,100,20265840,0,0.34,0.42,20265840,21265840
201,fit,100,20265840,1,0.42,0.34,21265840,20265840
202,fit,101,20265840,0,0.34,0.5,20265840,21265840
203,fit,101,20265840,1,0.5,0.34,21265840,20265840
204,fit,102,20265840,0,0.34,0.58,20265840,21265840
205,fit,102,20265840,1,0.58,0.34,21265840,20265840
206,fit,103,20265840,0,0.34,0.66,20265840,21265840
207,fit,103,20265840,1,0.66,0.34,21265840,20265840
208,fit,104,20265840,0,0.42,0.5,20265840,21265840
209,fit,104,20265840,1,0.5,0.42,21265840,20265840
210,fit,105,20265840,0,0.42,0.58,20265840,21265840
211,fit,105,20265840,1,0.58,0.42,21265840,20265840
212,fit,106,20265840,0,0.42,0.66,20265840,21265840
213,fit,106,20265840,1,0.66,0.42,21265840,20265840
214,fit,107,20265840,0,0.5,0.58,20265840,21265840
215,fit,107,20265840,1,0.58,0.5,21265840,20265840
216,fit,108,20265840,0,0.5,0.66,20265840,21265840
217,fit,108,20265840,1,0.66,0.5,21265840,20265840
218,fit,109,20265840,0,0.58,0.66,20265840,21265840
219,fit,109,20265840,1,0.66,0.58,21265840,20265840
220,fit,110,20265841,0,0.34,0.42,20265841,21265841
221,fit,110,20265841,1,0.42,0.34,21265841,20265841
222,fit,111,20265841,0,0.34,0.5,20265841,21265841
223,fit,111,20265841,1,0.5,0.34,21265841,20265841
224,fit,112,20265841,0,0.34,0.58,20265841,21265841
225,fit,112,20265841,1,0.58,0.34,21265841,20265841
226,fit,113,20265841,0,0.34,0.66,20265841,21265841
227,fit,113,20265841,1,0.66,0.34,21265841,20265841
228,fit,114,20265841,0,0.42,0.5,20265841,21265841
229,fit,114,20265841,1,0.5,0.42,21265841,20265841
230,fit,115,20265841,0,0.42,0.58,20265841,21265841
231,fit,115,20265841,1,0.58,0.42,21265841,20265841
232,fit,116,20265841,0,0.42,0.66,20265841,21265841
233,fit,116,20265841,1,0.66,0.42,21265841,20265841
234,fit,117,20265841,0,0.5,0.58,20265841,21265841
235,fit,117,20265841,1,0.58,0.5,21265841,20265841
236,fit,118,20265841,0,0.5,0.66,20265841,21265841
237,fit,118,20265841,1,0.66,0.5,21265841,20265841
238,fit,119,20265841,0,0.58,0.66,20265841,21265841
239,fit,119,20265841,1,0.66,0.58,21265841,20265841
240,fit,120,20265842,0,0.34,0.42,20265842,21265842
241,fit,120,20265842,1,0.42,0.34,21265842,20265842
242,fit,121,20265842,0,0.34,0.5,20265842,21265842
243,fit,121,20265842,1,0.5,0.34,21265842,20265842
244,fit,122,20265842,0,0.34,0.58,20265842,21265842
245,fit,122,20265842,1,0.58,0.34,21265842,20265842
246,fit,123,20265842,0,0.34,0.66,20265842,21265842
247,fit,123,20265842,1,0.66,0.34,21265842,20265842
248,fit,124,20265842,0,0.42,0.5,20265842,21265842
249,fit,124,20265842,1,0.5,0.42,21265842,20265842
250,fit,125,20265842,0,0.42,0.58,20265842,21265842
251,fit,125,20265842,1,0.58,0.42,21265842,20265842
252,fit,126,20265842,0,0.42,0.66,20265842,21265842
253,fit,126,20265842,1,0.66,0.42,21265842,20265842
254,fit,127,20265842,0,0.5,0.58,20265842,21265842
255,fit,127,20265842,1,0.58,0.5,21265842,20265842
256,fit,128,20265842,0,0.5,0.66,20265842,21265842
257,fit,128,20265842,1,0.66,0.5,21265842,20265842
258,fit,129,20265842,0,0.58,0.66,20265842,21265842
259,fit,129,20265842,1,0.66,0.58,21265842,20265842
260,fit,130,20265843,0,0.34,0.42,20265843,21265843
261,fit,130,20265843,1,0.42,0.34,21265843,20265843
262,fit,131,20265843,0,0.34,0.5,20265843,21265843
263,fit,131,20265843,1,0.5,0.34,21265843,20265843
264,fit,132,20265843,0,0.34,0.58,20265843,21265843
265,fit,132,20265843,1,0.58,0.34,21265843,20265843
266,fit,133,20265843,0,0.34,0.66,20265843,21265843
267,fit,133,20265843,1,0.66,0.34,21265843,20265843
268,fit,134,20265843,0,0.42,0.5,20265843,21265843
269,fit,134,20265843,1,0.5,0.42,21265843,20265843
270,fit,135,20265843,0,0.42,0.58,20265843,21265843
271,fit,135,20265843,1,0.58,0.42,21265843,20265843
272,fit,136,20265843,0,0.42,0.66,20265843,21265843
273,fit,136,20265843,1,0.66,0.42,21265843,20265843
274,fit,137,20265843,0,0.5,0.58,20265843,21265843
275,fit,137,20265843,1,0.58,0.5,21265843,20265843
276,fit,138,20265843,0,0.5,0.66,20265843,21265843
277,fit,138,20265843,1,0.66,0.5,21265843,20265843
278,fit,139,20265843,0,0.58,0.66,20265843,21265843
279,fit,139,20265843,1,0.66,0.58,21265843,20265843
280,fit,140,20265844,0,0.34,0.42,20265844,21265844
281,fit,140,20265844,1,0.42,0.34,21265844,20265844
282,fit,141,20265844,0,0.34,0.5,20265844,21265844
283,fit,141,20265844,1,0.5,0.34,21265844,20265844
284,fit,142,20265844,0,0.34,0.58,20265844,21265844
285,fit,142,20265844,1,0.58,0.34,21265844,20265844
286,fit,143,20265844,0,0.34,0.66,20265844,21265844
287,fit,143,20265844,1,0.66,0.34,21265844,20265844
288,fit,144,20265844,0,0.42,0.5,20265844,21265844
289,fit,144,20265844,1,0.5,0.42,21265844,20265844
290,fit,145,20265844,0,0.42,0.58,20265844,21265844
291,fit,145,20265844,1,0.58,0.42,21265844,20265844
292,fit,146,20265844,0,0.42,0.66,20265844,21265844
293,fit,146,20265844,1,0.66,0.42,21265844,20265844
294,fit,147,20265844,0,0.5,0.58,20265844,21265844
295,fit,147,20265844,1,0.58,0.5,21265844,20265844
296,fit,148,20265844,0,0.5,0.66,20265844,21265844
297,fit,148,20265844,1,0.66,0.5,21265844,20265844
298,fit,149,20265844,0,0.58,0.66,20265844,21265844
299,fit,149,20265844,1,0.66,0.58,21265844,20265844
300,fit,150,20265845,0,0.34,0.42,20265845,21265845
301,fit,150,20265845,1,0.42,0.34,21265845,20265845
302,fit,151,20265845,0,0.34,0.5,20265845,21265845
303,fit,151,20265845,1,0.5,0.34,21265845,20265845
304,fit,152,20265845,0,0.34,0.58,20265845,21265845
305,fit,152,20265845,1,0.58,0.34,21265845,20265845
306,fit,153,20265845,0,0.34,0.66,20265845,21265845
307,fit,153,20265845,1,0.66,0.34,21265845,20265845
308,fit,154,20265845,0,0.42,0.5,20265845,21265845
309,fit,154,20265845,1,0.5,0.42,21265845,20265845
310,fit,155,20265845,0,0.42,0.58,20265845,21265845
311,fit,155,20265845,1,0.58,0.42,21265845,20265845
312,fit,156,20265845,0,0.42,0.66,20265845,21265845
313,fit,156,20265845,1,0.66,0.42,21265845,20265845
314,fit,157,20265845,0,0.5,0.58,20265845,21265845
315,fit,157,20265845,1,0.58,0.5,21265845,20265845
316,fit,158,20265845,0,0.5,0.66,20265845,21265845
317,fit,158,20265845,1,0.66,0.5,21265845,20265845
318,fit,159,20265845,0,0.58,0.66,20265845,21265845
319,fit,159,20265845,1,0.66,0.58,21265845,20265845
320,test,160,20266830,0,0.38,0.46,20266830,21266830
321,test,160,20266830,1,0.46,0.38,21266830,20266830
322,test,161,20266830,0,0.38,0.54,20266830,21266830
323,test,161,20266830,1,0.54,0.38,21266830,20266830
324,test,162,20266830,0,0.38,0.62,20266830,21266830
325,test,162,20266830,1,0.62,0.38,21266830,20266830
326,test,163,20266830,0,0.46,0.54,20266830,21266830
327,test,163,20266830,1,0.54,0.46,21266830,20266830
328,test,164,20266830,0,0.46,0.62,20266830,21266830
329,test,164,20266830,1,0.62,0.46,21266830,20266830
330,test,165,20266830,0,0.54,0.62,20266830,21266830
331,test,165,20266830,1,0.62,0.54,21266830,20266830
332,test,166,20266831,0,0.38,0.46,20266831,21266831
333,test,166,20266831,1,0.46,0.38,21266831,20266831
334,test,167,20266831,0,0.38,0.54,20266831,21266831
335,test,167,20266831,1,0.54,0.38,21266831,20266831
336,test,168,20266831,0,0.38,0.62,20266831,21266831
337,test,168,20266831,1,0.62,0.38,21266831,20266831
338,test,169,20266831,0,0.46,0.54,20266831,21266831
339,test,169,20266831,1,0.54,0.46,21266831,20266831
340,test,170,20266831,0,0.46,0.62,20266831,21266831
341,test,170,20266831,1,0.62,0.46,21266831,20266831
342,test,171,20266831,0,0.54,0.62,20266831,21266831
343,test,171,20266831,1,0.62,0.54,21266831,20266831
344,test,172,20266832,0,0.38,0.46,20266832,21266832
345,test,172,20266832,1,0.46,0.38,21266832,20266832
346,test,173,20266832,0,0.38,0.54,20266832,21266832
347,test,173,20266832,1,0.54,0.38,21266832,20266832
348,test,174,20266832,0,0.38,0.62,20266832,21266832
349,test,174,20266832,1,0.62,0.38,21266832,20266832
350,test,175,20266832,0,0.46,0.54,20266832,21266832
351,test,175,20266832,1,0.54,0.46,21266832,20266832
352,test,176,20266832,0,0.46,0.62,20266832,21266832
353,test,176,20266832,1,0.62,0.46,21266832,20266832
354,test,177,20266832,0,0.54,0.62,20266832,21266832
355,test,177,20266832,1,0.62,0.54,21266832,20266832
356,test,178,20266833,0,0.38,0.46,20266833,21266833
357,test,178,20266833,1,0.46,0.38,21266833,20266833
358,test,179,20266833,0,0.38,0.54,20266833,21266833
359,test,179,20266833,1,0.54,0.38,21266833,20266833
360,test,180,20266833,0,0.38,0.62,20266833,21266833
361,test,180,20266833,1,0.62,0.38,21266833,20266833
362,test,181,20266833,0,0.46,0.54,20266833,21266833
363,test,181,20266833,1,0.54,0.46,21266833,20266833
364,test,182,20266833,0,0.46,0.62,20266833,21266833
365,test,182,20266833,1,0.62,0.46,21266833,20266833
366,test,183,20266833,0,0.54,0.62,20266833,21266833
367,test,183,20266833,1,0.62,0.54,21266833,20266833
368,test,184,20266834,0,0.38,0.46,20266834,21266834
369,test,184,20266834,1,0.46,0.38,21266834,20266834
370,test,185,20266834,0,0.38,0.54,20266834,21266834
371,test,185,20266834,1,0.54,0.38,21266834,20266834
372,test,186,20266834,0,0.38,0.62,20266834,21266834
373,test,186,20266834,1,0.62,0.38,21266834,20266834
374,test,187,20266834,0,0.46,0.54,20266834,21266834
375,test,187,20266834,1,0.54,0.46,21266834,20266834
376,test,188,20266834,0,0.46,0.62,20266834,21266834
377,test,188,20266834,1,0.62,0.46,21266834,20266834
378,test,189,20266834,0,0.54,0.62,20266834,21266834
379,test,189,20266834,1,0.62,0.54,21266834,20266834
380,test,190,20266835,0,0.38,0.46,20266835,21266835
381,test,190,20266835,1,0.46,0.38,21266835,20266835
382,test,191,20266835,0,0.38,0.54,20266835,21266835
383,test,191,20266835,1,0.54,0.38,21266835,20266835
384,test,192,20266835,0,0.38,0.62,20266835,21266835
385,test,192,20266835,1,0.62,0.38,21266835,20266835
386,test,193,20266835,0,0.46,0.54,20266835,21266835
387,test,193,20266835,1,0.54,0.46,21266835,20266835
388,test,194,20266835,0,0.46,0.62,20266835,21266835
389,test,194,20266835,1,0.62,0.46,21266835,20266835
390,test,195,20266835,0,0.54,0.62,20266835,21266835
391,test,195,20266835,1,0.62,0.54,21266835,20266835
392,test,196,20266836,0,0.38,0.46,20266836,21266836
393,test,196,20266836,1,0.46,0.38,21266836,20266836
394,test,197,20266836,0,0.38,0.54,20266836,21266836
395,test,197,20266836,1,0.54,0.38,21266836,20266836
396,test,198,20266836,0,0.38,0.62,20266836,21266836
397,test,198,20266836,1,0.62,0.38,21266836,20266836
398,test,199,20266836,0,0.46,0.54,20266836,21266836
399,test,199,20266836,1,0.54,0.46,21266836,20266836
400,test,200,20266836,0,0.46,0.62,20266836,21266836
401,test,200,20266836,1,0.62,0.46,21266836,20266836
402,test,201,20266836,0,0.54,0.62,20266836,21266836
403,test,201,20266836,1,0.62,0.54,21266836,20266836
404,test,202,20266837,0,0.38,0.46,20266837,21266837
405,test,202,20266837,1,0.46,0.38,21266837,20266837
406,test,203,20266837,0,0.38,0.54,20266837,21266837
407,test,203,20266837,1,0.54,0.38,21266837,20266837
408,test,204,20266837,0,0.38,0.62,20266837,21266837
409,test,204,20266837,1,0.62,0.38,21266837,20266837
410,test,205,20266837,0,0.46,0.54,20266837,21266837
411,test,205,20266837,1,0.54,0.46,21266837,20266837
412,test,206,20266837,0,0.46,0.62,20266837,21266837
413,test,206,20266837,1,0.62,0.46,21266837,20266837
414,test,207,20266837,0,0.54,0.62,20266837,21266837
415,test,207,20266837,1,0.62,0.54,21266837,20266837
416,test,208,20266838,0,0.38,0.46,20266838,21266838
417,test,208,20266838,1,0.46,0.38,21266838,20266838
418,test,209,20266838,0,0.38,0.54,20266838,21266838
419,test,209,20266838,1,0.54,0.38,21266838,20266838
420,test,210,20266838,0,0.38,0.62,20266838,21266838
421,test,210,20266838,1,0.62,0.38,21266838,20266838
422,test,211,20266838,0,0.46,0.54,20266838,21266838
423,test,211,20266838,1,0.54,0.46,21266838,20266838
424,test,212,20266838,0,0.46,0.62,20266838,21266838
425,test,212,20266838,1,0.62,0.46,21266838,20266838
426,test,213,20266838,0,0.54,0.62,20266838,21266838
427,test,213,20266838,1,0.62,0.54,21266838,20266838
428,test,214,20266839,0,0.38,0.46,20266839,21266839
429,test,214,20266839,1,0.46,0.38,21266839,20266839
430,test,215,20266839,0,0.38,0.54,20266839,21266839
431,test,215,20266839,1,0.54,0.38,21266839,20266839
432,test,216,20266839,0,0.38,0.62,20266839,21266839
433,test,216,20266839,1,0.62,0.38,21266839,20266839
434,test,217,20266839,0,0.46,0.54,20266839,21266839
435,test,217,20266839,1,0.54,0.46,21266839,20266839
436,test,218,20266839,0,0.46,0.62,20266839,21266839
437,test,218,20266839,1,0.62,0.46,21266839,20266839
438,test,219,20266839,0,0.54,0.62,20266839,21266839
439,test,219,20266839,1,0.62,0.54,21266839,20266839
440,test,220,20266840,0,0.38,0.46,20266840,21266840
441,test,220,20266840,1,0.46,0.38,21266840,20266840
442,test,221,20266840,0,0.38,0.54,20266840,21266840
443,test,221,20266840,1,0.54,0.38,21266840,20266840
444,test,222,20266840,0,0.38,0.62,20266840,21266840
445,test,222,20266840,1,0.62,0.38,21266840,20266840
446,test,223,20266840,0,0.46,0.54,20266840,21266840
447,test,223,20266840,1,0.54,0.46,21266840,20266840
448,test,224,20266840,0,0.46,0.62,20266840,21266840
449,test,224,20266840,1,0.62,0.46,21266840,20266840
450,test,225,20266840,0,0.54,0.62,20266840,21266840
451,test,225,20266840,1,0.62,0.54,21266840,20266840
452,test,226,20266841,0,0.38,0.46,20266841,21266841
453,test,226,20266841,1,0.46,0.38,21266841,20266841
454,test,227,20266841,0,0.38,0.54,20266841,21266841
455,test,227,20266841,1,0.54,0.38,21266841,20266841
456,test,228,20266841,0,0.38,0.62,20266841,21266841
457,test,228,20266841,1,0.62,0.38,21266841,20266841
458,test,229,20266841,0,0.46,0.54,20266841,21266841
459,test,229,20266841,1,0.54,0.46,21266841,20266841
460,test,230,20266841,0,0.46,0.62,20266841,21266841
461,test,230,20266841,1,0.62,0.46,21266841,20266841
462,test,231,20266841,0,0.54,0.62,20266841,21266841
463,test,231,20266841,1,0.62,0.54,21266841,20266841
464,test,232,20266842,0,0.38,0.46,20266842,21266842
465,test,232,20266842,1,0.46,0.38,21266842,20266842
466,test,233,20266842,0,0.38,0.54,20266842,21266842
467,test,233,20266842,1,0.54,0.38,21266842,20266842
468,test,234,20266842,0,0.38,0.62,20266842,21266842
469,test,234,20266842,1,0.62,0.38,21266842,20266842
470,test,235,20266842,0,0.46,0.54,20266842,21266842
471,test,235,20266842,1,0.54,0.46,21266842,20266842
472,test,236,20266842,0,0.46,0.62,20266842,21266842
473,test,236,20266842,1,0.62,0.46,21266842,20266842
474,test,237,20266842,0,0.54,0.62,20266842,21266842
475,test,237,20266842,1,0.62,0.54,21266842,20266842
476,test,238,20266843,0,0.38,0.46,20266843,21266843
477,test,238,20266843,1,0.46,0.38,21266843,20266843
478,test,239,20266843,0,0.38,0.54,20266843,21266843
479,test,239,20266843,1,0.54,0.38,21266843,20266843
480,test,240,20266843,0,0.38,0.62,20266843,21266843
481,test,240,20266843,1,0.62,0.38,21266843,20266843
482,test,241,20266843,0,0.46,0.54,20266843,21266843
483,test,241,20266843,1,0.54,0.46,21266843,20266843
484,test,242,20266843,0,0.46,0.62,20266843,21266843
