stage,beta,gamma0,condition,seed,dtype,initial,cast_initial
C,1.0001,0.017318949386946766,0,13,float64,-0.0014019378555975627,-0.0014019378555975627
C,1.0001,0.017318949386946766,0,13,float32,-0.0014019378555975627,-0.0014019377995282412
C,1.0001,0.017318949386946766,0,14,float64,-0.17553282367150144,-0.17553282367150144
C,1.0001,0.017318949386946766,0,14,float32,-0.17553282367150144,-0.17553281784057617
C,1.0001,0.017318949386946766,0,15,float64,-0.021743039407756484,-0.021743039407756484
C,1.0001,0.017318949386946766,0,15,float32,-0.021743039407756484,-0.021743038669228554
C,1.0001,0.017318949386946766,0,16,float64,-0.47847873413134384,-0.47847873413134384
C,1.0001,0.017318949386946766,0,16,float32,-0.47847873413134384,-0.47847872972488403
C,1.0001,0.017318949386946766,0,17,float64,0.05468290844249883,0.05468290844249883
C,1.0001,0.017318949386946766,0,17,float32,0.05468290844249883,0.054682906717061996
C,1.0001,0.017318949386946766,0,18,float64,-0.0019659946599176435,-0.0019659946599176435
C,1.0001,0.017318949386946766,0,18,float32,-0.0019659946599176435,-0.0019659947138279676
C,1.0001,0.017318949386946766,0,19,float64,0.00047967355312396114,0.00047967355312396114
C,1.0001,0.017318949386946766,0,19,float32,0.00047967355312396114,0.00047967355931177735
C,1.0002,0.024490489234231166,1,0,float64,0.01866907204503738,0.01866907204503738
C,1.0002,0.024490489234231166,1,1,float64,-0.0010503536463573962,-0.0010503536463573962
C,1.0002,0.024490489234231166,1,2,float64,-0.02073387052242987,-0.02073387052242987
C,1.0002,0.024490489234231166,1,3,float64,-0.0011260303021281529,-0.0011260303021281529
C,1.0002,0.024490489234231166,1,4,float64,-0.0005079809064758136,-0.0005079809064758136
C,1.0002,0.024490489234231166,1,5,float64,0.026123542698256702,0.026123542698256702
C,1.0002,0.024490489234231166,1,6,float64,0.03412634247536435,0.03412634247536435
C,1.0002,0.024490489234231166,1,7,float64,-0.02218784055734518,-0.02218784055734518
C,1.0002,0.024490489234231166,1,8,float64,0.014323885819641344,0.014323885819641344
C,1.0002,0.024490489234231166,1,9,float64,0.03391811743788315,0.03391811743788315
C,1.0002,0.024490489234231166,1,10,float64,-0.21454472003056885,-0.21454472003056885
C,1.0002,0.024490489234231166,1,11,float64,0.018322355673392896,0.018322355673392896
C,1.0002,0.024490489234231166,1,12,float64,-0.04561574977300461,-0.04561574977300461
C,1.0002,0.024490489234231166,1,13,float64,0.011812912591088503,0.011812912591088503
C,1.0002,0.024490489234231166,1,14,float64,-0.06262528827249429,-0.06262528827249429
C,1.0002,0.024490489234231166,1,15,float64,0.09265428615973417,0.09265428615973417
C,1.0002,0.024490489234231166,1,16,float64,0.6149282615348767,0.6149282615348767
C,1.0002,0.024490489234231166,1,17,float64,0.022173119236590867,0.022173119236590867
C,1.0002,0.024490489234231166,1,18,float64,0.1629486817367268,0.1629486817367268
C,1.0002,0.024490489234231166,1,19,float64,0.07047717141668565,0.07047717141668565
C,1.0005,0.038712413809077896,2,0,float64,0.023995334022629756,0.023995334022629756
C,1.0005,0.038712413809077896,2,1,float64,0.027194145762277397,0.027194145762277397
C,1.0005,0.038712413809077896,2,2,float64,1.2672921754546187,1.2672921754546187
C,1.0005,0.038712413809077896,2,3,float64,-0.0733089826762164,-0.0733089826762164
C,1.0005,0.038712413809077896,2,4,float64,0.02396942239769921,0.02396942239769921
C,1.0005,0.038712413809077896,2,5,float64,0.23857122219330637,0.23857122219330637
C,1.0005,0.038712413809077896,2,6,float64,-0.025403384689315866,-0.025403384689315866
C,1.0005,0.038712413809077896,2,7,float64,0.024393369866418445,0.024393369866418445
C,1.0005,0.038712413809077896,2,8,float64,0.007650285429918715,0.007650285429918715
C,1.0005,0.038712413809077896,2,9,float64,0.060739426382700974,0.060739426382700974
C,1.0005,0.038712413809077896,2,10,float64,0.11011655513265038,0.11011655513265038
C,1.0005,0.038712413809077896,2,11,float64,0.01014785632602814,0.01014785632602814
C,1.0005,0.038712413809077896,2,12,float64,0.012386870921967004,0.012386870921967004
C,1.0005,0.038712413809077896,2,13,float64,-0.3433970960905298,-0.3433970960905298
C,1.0005,0.038712413809077896,2,14,float64,-0.0076044060742326254,-0.0076044060742326254
C,1.0005,0.038712413809077896,2,15,float64,-0.0037461883076709526,-0.0037461883076709526
C,1.0005,0.038712413809077896,2,16,float64,0.013839183964024013,0.013839183964024013
C,1.0005,0.038712413809077896,2,17,float64,-0.008072216712640844,-0.008072216712640844
C,1.0005,0.038712413809077896,2,18,float64,0.2975116531597266,0.2975116531597266
C,1.0005,0.038712413809077896,2,19,float64,0.003314629474529202,0.003314629474529202
C,1.001,0.054723010317845995,3,0,float64,0.01803410718068626,0.01803410718068626
C,1.001,0.054723010317845995,3,1,float64,-0.114951721270857,-0.114951721270857
C,1.001,0.054723010317845995,3,2,float64,-0.03868081839574704,-0.03868081839574704
C,1.001,0.054723010317845995,3,3,float64,0.07504394371517296,0.07504394371517296
C,1.001,0.054723010317845995,3,4,float64,-0.005020921449722353,-0.005020921449722353
C,1.001,0.054723010317845995,3,5,float64,-0.006171465604703404,-0.006171465604703404
C,1.001,0.054723010317845995,3,6,float64,-0.16669294676259086,-0.16669294676259086
C,1.001,0.054723010317845995,3,7,float64,-0.276216536769298,-0.276216536769298
C,1.001,0.054723010317845995,3,8,float64,-0.004067267211942798,-0.004067267211942798
C,1.001,0.054723010317845995,3,9,float64,-0.02255602634284143,-0.02255602634284143
C,1.001,0.054723010317845995,3,10,float64,-0.011158241983117958,-0.011158241983117958
C,1.001,0.054723010317845995,3,11,float64,0.04850372843306964,0.04850372843306964
C,1.001,0.054723010317845995,3,12,float64,0.1725845858861896,0.1725845858861896
C,1.001,0.054723010317845995,3,13,float64,-0.041388748397189784,-0.041388748397189784
C,1.001,0.054723010317845995,3,14,float64,0.018964504303078153,0.018964504303078153
C,1.001,0.054723010317845995,3,15,float64,-0.055629843324406986,-0.055629843324406986
C,1.001,0.054723010317845995,3,16,float64,0.5311439829416904,0.5311439829416904
C,1.001,0.054723010317845995,3,17,float64,-0.14759838313689758,-0.14759838313689758
C,1.001,0.054723010317845995,3,18,float64,0.005856435775402055,0.005856435775402055
C,1.001,0.054723010317845995,3,19,float64,-0.015807735835441896,-0.015807735835441896
C,1.002,0.07732051980933523,4,0,float64,-0.08035750641971418,-0.08035750641971418
C,1.002,0.07732051980933523,4,1,float64,0.17965183019455397,0.17965183019455397
C,1.002,0.07732051980933523,4,2,float64,-0.13767090740679533,-0.13767090740679533
C,1.002,0.07732051980933523,4,3,float64,3.661485294280257,3.661485294280257
C,1.002,0.07732051980933523,4,4,float64,-0.03378178822373543,-0.03378178822373543
C,1.002,0.07732051980933523,4,5,float64,0.32233215370385504,0.32233215370385504
C,1.002,0.07732051980933523,4,6,float64,-0.09860824557745593,-0.09860824557745593
C,1.002,0.07732051980933523,4,7,float64,0.02483194248555825,0.02483194248555825
C,1.002,0.07732051980933523,4,8,float64,-0.03510579476762515,-0.03510579476762515
C,1.002,0.07732051980933523,4,9,float64,-0.08909146432494308,-0.08909146432494308
C,1.002,0.07732051980933523,4,10,float64,0.025966521502357103,0.025966521502357103
C,1.002,0.07732051980933523,4,11,float64,0.13299754352256954,0.13299754352256954
C,1.002,0.07732051980933523,4,12,float64,-1.5588764517231009,-1.5588764517231009
C,1.002,0.07732051980933523,4,13,float64,-0.1815232859378336,-0.1815232859378336
C,1.002,0.07732051980933523,4,14,float64,0.061812227996305355,0.061812227996305355
C,1.002,0.07732051980933523,4,15,float64,0.009911703844727384,0.009911703844727384
C,1.002,0.07732051980933523,4,16,float64,0.019619329923926895,0.019619329923926895
C,1.002,0.07732051980933523,4,17,float64,0.017886478888957953,0.017886478888957953
C,1.002,0.07732051980933523,4,18,float64,0.017587261251350822,0.017587261251350822
C,1.002,0.07732051980933523,4,19,float64,0.19610923039106462,0.19610923039106462
C,1.005,0.12192611348882824,5,0,float64,-0.015546272675027567,-0.015546272675027567
C,1.005,0.12192611348882824,5,1,float64,0.08369272492972772,0.08369272492972772
C,1.005,0.12192611348882824,5,2,float64,0.18503615701286477,0.18503615701286477
C,1.005,0.12192611348882824,5,3,float64,0.3830907938010314,0.3830907938010314
C,1.005,0.12192611348882824,5,4,float64,-0.1727527400268562,-0.1727527400268562
C,1.005,0.12192611348882824,5,5,float64,-0.10923891982044731,-0.10923891982044731
C,1.005,0.12192611348882824,5,6,float64,-0.10823456262153437,-0.10823456262153437
C,1.005,0.12192611348882824,5,7,float64,-0.18194050254626457,-0.18194050254626457
C,1.005,0.12192611348882824,5,8,float64,-0.10027972176886404,-0.10027972176886404
C,1.005,0.12192611348882824,5,9,float64,-0.023111972126977708,-0.023111972126977708
C,1.005,0.12192611348882824,5,10,float64,0.1045668451831282,0.1045668451831282
C,1.005,0.12192611348882824,5,11,float64,0.12908082704504317,0.12908082704504317
C,1.005,0.12192611348882824,5,12,float64,0.06425134497818082,0.06425134497818082
C,1.005,0.12192611348882824,5,13,float64,-0.2461322123895644,-0.2461322123895644
C,1.005,0.12192611348882824,5,14,float64,0.022088697998798573,0.022088697998798573
C,1.005,0.12192611348882824,5,15,float64,0.12610035954006177,0.12610035954006177
C,1.005,0.12192611348882824,5,16,float64,-0.11585988879434383,-0.11585988879434383
C,1.005,0.12192611348882824,5,17,float64,0.07868126278830188,0.07868126278830188
C,1.005,0.12192611348882824,5,18,float64,-0.5941051922440391,-0.5941051922440391
C,1.005,0.12192611348882824,5,19,float64,-0.045755683453211286,-0.045755683453211286
C,1.01,0.17166177927933182,6,0,float64,0.13989917325723322,0.13989917325723322
C,1.01,0.17166177927933182,6,0,float32,0.13989917325723322,0.13989917933940887
C,1.01,0.17166177927933182,6,1,float64,-0.2696504510107894,-0.2696504510107894
C,1.01,0.17166177927933182,6,1,float32,-0.2696504510107894,-0.2696504592895508
C,1.01,0.17166177927933182,6,2,float64,0.16081739081791005,0.16081739081791005
C,1.01,0.17166177927933182,6,2,float32,0.16081739081791005,0.16081738471984863
C,1.01,0.17166177927933182,6,3,float64,-5.0960686084189755,-5.0960686084189755
C,1.01,0.17166177927933182,6,3,float32,-5.0960686084189755,-5.096068382263184
C,1.01,0.17166177927933182,6,4,float64,-0.35009777395477487,-0.35009777395477487
C,1.01,0.17166177927933182,6,4,float32,-0.35009777395477487,-0.35009777545928955
C,1.01,0.17166177927933182,6,5,float64,0.08421462732867042,0.08421462732867042
C,1.01,0.17166177927933182,6,5,float32,0.08421462732867042,0.08421462774276733
C,1.01,0.17166177927933182,6,6,float64,-28.787584777163858,-28.787584777163858
C,1.01,0.17166177927933182,6,6,float32,-28.787584777163858,-28.78758430480957
C,1.01,0.17166177927933182,6,7,float64,0.06000016406470221,0.06000016406470221
C,1.01,0.17166177927933182,6,7,float32,0.06000016406470221,0.060000162571668625
C,1.01,0.17166177927933182,6,8,float64,-0.4939571589933852,-0.4939571589933852
C,1.01,0.17166177927933182,6,8,float32,-0.4939571589933852,-0.49395716190338135
C,1.01,0.17166177927933182,6,9,float64,0.14114007250576088,0.14114007250576088
C,1.01,0.17166177927933182,6,9,float32,0.14114007250576088,0.14114007353782654
C,1.01,0.17166177927933182,6,10,float64,-0.12123269563058842,-0.12123269563058842
C,1.01,0.17166177927933182,6,10,float32,-0.12123269563058842,-0.12123269587755203
C,1.01,0.17166177927933182,6,11,float64,0.12322225300749842,0.12322225300749842
C,1.01,0.17166177927933182,6,11,float32,0.12322225300749842,0.12322225421667099
C,1.01,0.17166177927933182,6,12,float64,0.0012641527190696516,0.0012641527190696516
C,1.01,0.17166177927933182,6,12,float32,0.0012641527190696516,0.001264152699150145
C,1.01,0.17166177927933182,6,13,float64,0.31278569237317944,0.31278569237317944
C,1.01,0.17166177927933182,6,13,float32,0.31278569237317944,0.31278568506240845
C,1.01,0.17166177927933182,6,14,float64,0.1585398527968757,0.1585398527968757
C,1.01,0.17166177927933182,6,14,float32,0.1585398527968757,0.15853984653949738
C,1.01,0.17166177927933182,6,15,float64,-0.6320959496142287,-0.6320959496142287
C,1.01,0.17166177927933182,6,15,float32,-0.6320959496142287,-0.6320959329605103
C,1.01,0.17166177927933182,6,16,float64,-0.047447064364834916,-0.047447064364834916
C,1.01,0.17166177927933182,6,16,float32,-0.047447064364834916,-0.04744706302881241
C,1.01,0.17166177927933182,6,17,float64,0.06381000641099267,0.06381000641099267
C,1.01,0.17166177927933182,6,17,float32,0.06381000641099267,0.06381000578403473
C,1.01,0.17166177927933182,6,18,float64,0.11999711948080412,0.11999711948080412
C,1.01,0.17166177927933182,6,18,float32,0.11999711948080412,0.11999712139368057
C,1.01,0.17166177927933182,6,19,float64,0.09698651602299452,0.09698651602299452
C,1.01,0.17166177927933182,6,19,float32,0.09698651602299452,0.09698651731014252
C,1.02,0.24062696159732128,7,0,float64,-0.23251225788957958,-0.23251225788957958
C,1.02,0.24062696159732128,7,1,float64,-0.10665493054706371,-0.10665493054706371
C,1.02,0.24062696159732128,7,2,float64,0.9555482032389772,0.9555482032389772
C,1.02,0.24062696159732128,7,3,float64,-0.024407181145840874,-0.024407181145840874
C,1.02,0.24062696159732128,7,4,float64,0.33916178291495785,0.33916178291495785
C,1.02,0.24062696159732128,7,5,float64,0.17437345208395155,0.17437345208395155
C,1.02,0.24062696159732128,7,6,float64,-0.10793283277384697,-0.10793283277384697
C,1.02,0.24062696159732128,7,7,float64,-614.9759116944149,-614.9759116944149
C,1.02,0.24062696159732128,7,8,float64,0.4726361774772874,0.4726361774772874
C,1.02,0.24062696159732128,7,9,float64,-0.14432946794941934,-0.14432946794941934
C,1.02,0.24062696159732128,7,10,float64,-0.03267695733307671,-0.03267695733307671
C,1.02,0.24062696159732128,7,11,float64,-1.1308355123624207,-1.1308355123624207
C,1.02,0.24062696159732128,7,12,float64,2.9773820201585237,2.9773820201585237
C,1.02,0.24062696159732128,7,13,float64,-1.5133953534502667,-1.5133953534502667
C,1.02,0.24062696159732128,7,14,float64,0.2293962499063116,0.2293962499063116
C,1.02,0.24062696159732128,7,15,float64,0.44795468716763714,0.44795468716763714
C,1.02,0.24062696159732128,7,16,float64,0.6230695780457297,0.6230695780457297
C,1.02,0.24062696159732128,7,17,float64,-0.5977782433127191,-0.5977782433127191
C,1.02,0.24062696159732128,7,18,float64,1.1657924615049589,1.1657924615049589
C,1.02,0.24062696159732128,7,19,float64,-0.09862462179359127,-0.09862462179359127
C,1.05,0.37070573256992756,8,0,float64,0.6020440941739377,0.6020440941739377
C,1.05,0.37070573256992756,8,1,float64,-0.3064897121492472,-0.3064897121492472
C,1.05,0.37070573256992756,8,2,float64,0.39855103453839297,0.39855103453839297
C,1.05,0.37070573256992756,8,3,float64,0.8672606594699857,0.8672606594699857
C,1.05,0.37070573256992756,8,4,float64,-0.4825623299206601,-0.4825623299206601
C,1.05,0.37070573256992756,8,5,float64,-1.6934703692382151,-1.6934703692382151
C,1.05,0.37070573256992756,8,6,float64,-0.134547577779771,-0.134547577779771
C,1.05,0.37070573256992756,8,7,float64,-0.2766310073826402,-0.2766310073826402
C,1.05,0.37070573256992756,8,8,float64,-0.3158986974982904,-0.3158986974982904
C,1.05,0.37070573256992756,8,9,float64,-0.05695701103567845,-0.05695701103567845
C,1.05,0.37070573256992756,8,10,float64,-0.5018414461322792,-0.5018414461322792
C,1.05,0.37070573256992756,8,11,float64,9.678129922090084,9.678129922090084
C,1.05,0.37070573256992756,8,12,float64,-0.21588443791670558,-0.21588443791670558
C,1.05,0.37070573256992756,8,13,float64,-0.33291179321798164,-0.33291179321798164
C,1.05,0.37070573256992756,8,14,float64,6.525476496130406,6.525476496130406
C,1.05,0.37070573256992756,8,15,float64,-0.6980844594635658,-0.6980844594635658
C,1.05,0.37070573256992756,8,16,float64,-0.2935145199781366,-0.2935145199781366
C,1.05,0.37070573256992756,8,17,float64,0.06321691147934229,0.06321691147934229
C,1.05,0.37070573256992756,8,18,float64,0.4095698692344161,0.4095698692344161
C,1.05,0.37070573256992756,8,19,float64,-0.9990438157887878,-0.9990438157887878
C,1.1,0.5029405749446393,9,0,float64,-0.5483893291953391,-0.5483893291953391
C,1.1,0.5029405749446393,9,1,float64,1.4964113846910148,1.4964113846910148
C,1.1,0.5029405749446393,9,2,float64,-20.580713905658616,-20.580713905658616
C,1.1,0.5029405749446393,9,3,float64,-0.29621970517807866,-0.29621970517807866
C,1.1,0.5029405749446393,9,4,float64,2.3187722605200447,2.3187722605200447
C,1.1,0.5029405749446393,9,5,float64,-0.3557677396709898,-0.3557677396709898
C,1.1,0.5029405749446393,9,6,float64,-0.18848234911425235,-0.18848234911425235
C,1.1,0.5029405749446393,9,7,float64,0.4636177992642379,0.4636177992642379
C,1.1,0.5029405749446393,9,8,float64,-1.58069026200549,-1.58069026200549
C,1.1,0.5029405749446393,9,9,float64,-0.24549140479065362,-0.24549140479065362
C,1.1,0.5029405749446393,9,10,float64,1.1624091702722903,1.1624091702722903
C,1.1,0.5029405749446393,9,11,float64,4.290226841085555,4.290226841085555
C,1.1,0.5029405749446393,9,12,float64,-0.6354978854835932,-0.6354978854835932
C,1.1,0.5029405749446393,9,13,float64,1.7728664521158501,1.7728664521158501
C,1.1,0.5029405749446393,9,14,float64,0.17417965544604241,0.17417965544604241
C,1.1,0.5029405749446393,9,15,float64,2.926028181037848,2.926028181037848
C,1.1,0.5029405749446393,9,16,float64,1.2481027506246325,1.2481027506246325
C,1.1,0.5029405749446393,9,17,float64,0.13994424135270625,0.13994424135270625
C,1.1,0.5029405749446393,9,18,float64,0.1564247645113455,0.1564247645113455
C,1.1,0.5029405749446393,9,19,float64,-0.3574933484631457,-0.3574933484631457
C,1.5,0.8585596366401104,10,0,float64,0.323339126084042,0.323339126084042
C,1.5,0.8585596366401104,10,1,float64,-0.717441827130888,-0.717441827130888
C,1.5,0.8585596366401104,10,2,float64,-0.7801873890040589,-0.7801873890040589
C,1.5,0.8585596366401104,10,3,float64,0.9588570853736245,0.9588570853736245
C,1.5,0.8585596366401104,10,4,float64,-2.905544447822603,-2.905544447822603
C,1.5,0.8585596366401104,10,5,float64,-0.6061540988977491,-0.6061540988977491
C,1.5,0.8585596366401104,10,6,float64,-0.669692688799277,-0.669692688799277
C,1.5,0.8585596366401104,10,7,float64,0.7169980309667757,0.7169980309667757
C,1.5,0.8585596366401104,10,8,float64,-0.46728860746506495,-0.46728860746506495
C,1.5,0.8585596366401104,10,9,float64,-2.3567707776112923,-2.3567707776112923
C,1.5,0.8585596366401104,10,10,float64,-6.8090813241662405,-6.8090813241662405
C,1.5,0.8585596366401104,10,11,float64,-1.218187228528324,-1.218187228528324
C,1.5,0.8585596366401104,10,12,float64,0.044992503834320435,0.044992503834320435
C,1.5,0.8585596366401104,10,13,float64,-0.49560086528880104,-0.49560086528880104
C,1.5,0.8585596366401104,10,14,float64,-18.859769350810424,-18.859769350810424
C,1.5,0.8585596366401104,10,15,float64,-0.8794636140186828,-0.8794636140186828
C,1.5,0.8585596366401104,10,16,float64,0.22053749505684409,0.22053749505684409
C,1.5,0.8585596366401104,10,17,float64,0.4991275693217178,0.4991275693217178
C,1.5,0.8585596366401104,10,18,float64,14.659444953330018,14.659444953330018
C,1.5,0.8585596366401104,10,19,float64,-3.6976236022541986,-3.6976236022541986
C,2.0,0.9575040240772688,11,0,float64,-0.13390276568007017,-0.13390276568007017
C,2.0,0.9575040240772688,11,0,float32,-0.13390276568007017,-0.13390275835990906
C,2.0,0.9575040240772688,11,1,float64,0.13794006580840817,0.13794006580840817
C,2.0,0.9575040240772688,11,1,float32,0.13794006580840817,0.13794006407260895
C,2.0,0.9575040240772688,11,2,float64,-4.530415835649078,-4.530415835649078
C,2.0,0.9575040240772688,11,2,float32,-4.530415835649078,-4.530416011810303
C,2.0,0.9575040240772688,11,3,float64,0.8074010502703753,0.8074010502703753
C,2.0,0.9575040240772688,11,3,float32,0.8074010502703753,0.8074010610580444
C,2.0,0.9575040240772688,11,4,float64,-3.362149578679465,-3.362149578679465
C,2.0,0.9575040240772688,11,4,float32,-3.362149578679465,-3.362149477005005
C,2.0,0.9575040240772688,11,5,float64,-0.6821312902472945,-0.6821312902472945
C,2.0,0.9575040240772688,11,5,float32,-0.6821312902472945,-0.682131290435791
C,2.0,0.9575040240772688,11,6,float64,-0.8581399694405186,-0.8581399694405186
C,2.0,0.9575040240772688,11,6,float32,-0.8581399694405186,-0.8581399917602539
C,2.0,0.9575040240772688,11,7,float64,0.342546537710115,0.342546537710115
C,2.0,0.9575040240772688,11,7,float32,0.342546537710115,0.3425465524196625
C,2.0,0.9575040240772688,11,8,float64,-2.7750905650107804,-2.7750905650107804
C,2.0,0.9575040240772688,11,8,float32,-2.7750905650107804,-2.775090456008911
C,2.0,0.9575040240772688,11,9,float64,0.8513636142989127,0.8513636142989127
C,2.0,0.9575040240772688,11,9,float32,0.8513636142989127,0.8513635993003845
C,2.0,0.9575040240772688,11,10,float64,0.13520812321612796,0.13520812321612796
C,2.0,0.9575040240772688,11,10,float32,0.13520812321612796,0.1352081298828125
C,2.0,0.9575040240772688,11,11,float64,0.2623689866577828,0.2623689866577828
C,2.0,0.9575040240772688,11,11,float32,0.2623689866577828,0.26236897706985474
C,2.0,0.9575040240772688,11,12,float64,1.0126713599101713,1.0126713599101713
C,2.0,0.9575040240772688,11,12,float32,1.0126713599101713,1.0126713514328003
C,2.0,0.9575040240772688,11,13,float64,-0.8112474719936221,-0.8112474719936221
C,2.0,0.9575040240772688,11,13,float32,-0.8112474719936221,-0.8112474679946899
C,2.0,0.9575040240772688,11,14,float64,-4.553531853748146,-4.553531853748146
C,2.0,0.9575040240772688,11,14,float32,-4.553531853748146,-4.553531646728516
C,2.0,0.9575040240772688,11,15,float64,3.676246841716884,3.676246841716884
C,2.0,0.9575040240772688,11,15,float32,3.676246841716884,3.6762468814849854
C,2.0,0.9575040240772688,11,16,float64,6.691403464367327,6.691403464367327
C,2.0,0.9575040240772688,11,16,float32,6.691403464367327,6.691403388977051
C,2.0,0.9575040240772688,11,17,float64,0.17634442369733005,0.17634442369733005
C,2.0,0.9575040240772688,11,17,float32,0.17634442369733005,0.17634442448616028
C,2.0,0.9575040240772688,11,18,float64,-0.6461566553950971,-0.6461566553950971
C,2.0,0.9575040240772688,11,18,float32,-0.6461566553950971,-0.6461566686630249
C,2.0,0.9575040240772688,11,19,float64,-0.04842336022647431,-0.04842336022647431
C,2.0,0.9575040240772688,11,19,float32,-0.04842336022647431,-0.04842336103320122
